광역시도,해경서,발생일자,발생요일,사고유형,장소,사고원인,위험구역지정
전라남도,완도,2021-07-24,토요일,추락익수,해안가,부주의,없음
인천광역시,인천,2021-07-24,토요일,고립,갯벌,부주의,연안사고 위험구역
인천광역시,인천,2021-07-24,토요일,고립,해수욕장,부주의,연안사고 다발구역
충청남도,보령,2021-10-02,토요일,추락익수,방파제,부주의,연안사고 위험구역
제주특별자치도,서귀포,2021-07-23,금요일,수상레저익수,해안가,수영미숙,연안사고 위험구역
전라남도,목포,2021-07-23,금요일,추락익수,항포구,부주의,사망사고 발생구역
강원도,동해,2021-10-01,금요일,추락,방파제,부주의,연안사고 위험구역
충청남도,태안,2021-07-23,금요일,고립,갯바위,조석 미인지,연안사고 다발구역
제주특별자치도,서귀포,2021-07-22,목요일,수상레저익수,해안가,부주의,없음
부산광역시,울산,2021-07-22,목요일,추락,테트라포드,부주의,연안사고 위험구역
충청남도,태안,2021-07-22,목요일,고립,갯벌,부주의,연안사고 다발구역
부산광역시,부산,2021-07-21,수요일,기타익수,해안가,부주의,없음
제주특별자치도,서귀포,2021-07-21,수요일,수상레저익수,항포구,부주의,없음
제주특별자치도,서귀포,2021-07-21,수요일,수상레저익수,항포구,부주의,없음
충청남도,태안,2021-07-20,화요일,기타익수,해양,부주의,없음
제주특별자치도,서귀포,2021-07-20,화요일,수상레저익수,방파제,부주의,연안사고 위험구역
충청남도,태안,2021-07-20,화요일,고립,갯바위,낚시,없음
제주특별자치도,서귀포,2021-07-19,월요일,수중레저익수,해양,부주의,없음
제주특별자치도,제주,2021-07-19,월요일,기타익수,항포구,음주,없음
전라남도,목포,2021-07-18,일요일,수상레저익수,해안가,부주의,없음
경상북도,울진,2021-07-18,일요일,기타익수,해수욕장,질병,없음
부산광역시,부산,2021-07-18,일요일,추락,갯바위,부주의,없음
울산광역시,울산,2021-07-17,토요일,수상레저익수,항포구,부주의,없음
인천광역시,인천,2021-07-17,토요일,고립,갯바위,조석 미인지,없음
제주특별자치도,서귀포,2021-07-16,금요일,수중레저익수,해양,부주의,연안사고 위험구역
전라남도,완도,2021-07-16,금요일,기타익수,항포구,부주의,없음
전라남도,목포,2021-07-16,금요일,추락익수,항포구,음주,사망사고 발생구역
경상남도,통영,2021-07-16,금요일,추락익수,테트라포드,낚시,없음
제주특별자치도,서귀포,2021-07-16,금요일,고립익수,갯바위,음주,없음
강원도,속초,2021-07-15,목요일,수상레저익수,해안가,수영미숙,없음
제주특별자치도,서귀포,2021-07-14,수요일,수상레저익수,해안가,부주의,연안사고 위험구역
울산광역시,울산,2021-10-01,금요일,추락익수,항포구,음주,없음
강원도,속초,2021-07-13,화요일,표류,해안가,부주의,없음
경상북도,포항,2021-07-12,월요일,추락익수,항포구,음주,없음
강원도,동해,2021-01-01,금요일,수중레저익수,해양,부주의,없음
인천광역시,인천,2021-07-11,일요일,고립익수,갯벌,조석 미인지,연안사고 다발구역
강원도,속초,2021-07-11,일요일,표류,해안가,부주의,없음
충청남도,보령,2021-07-11,일요일,고립,갯벌,부주의,연안사고 위험구역
경상남도,통영,2021-07-10,토요일,추락익수,항포구,운전 부주의,없음
충청남도,태안,2021-07-10,토요일,기타,갯바위,낚시,없음
경상남도,통영,2021-07-07,수요일,추락,항포구,부주의,사망사고 발생구역
강원도,속초,2021-07-06,화요일,표류,해안가,부주의,없음
강원도,동해,2021-07-06,화요일,표류,해안가,부주의,없음
강원도,속초,2021-07-05,월요일,표류,해안가,부주의,없음
전라북도,군산,2021-09-24,금요일,고립,갯바위,부주의,연안사고 다발구역
강원도,속초,2021-07-05,월요일,수상레저익수,해안가,기상불량,없음
제주특별자치도,제주,2021-07-04,일요일,기타익수,해안가,부주의,연안사고 다발구역
경상북도,동해,2021-07-04,일요일,추락,방파제,부주의,연안사고 위험구역
경상북도,포항,2021-07-04,일요일,추락,방파제,부주의,연안사고 위험구역
전라남도,완도,2021-07-03,토요일,추락,해안가,운전 부주의,없음
제주특별자치도,제주,2021-07-03,토요일,기타익수,해수욕장,부주의,사망사고 발생구역
강원도,동해,2021-07-03,토요일,표류,해안가,수영미숙,없음
제주특별자치도,제주,2021-07-03,토요일,기타익수,항포구,음주,없음
제주특별자치도,제주,2021-07-03,토요일,기타익수,방파제,부주의,사망사고 발생구역
강원도,동해,2021-07-02,금요일,수중레저익수,해양,부주의,없음
제주특별자치도,서귀포,2021-07-02,금요일,수중레저익수,방파제,부주의,연안사고 위험구역
경상남도,통영,2021-07-01,목요일,기타익수,항포구,질병,연안사고 다발구역
강원도,동해,2021-07-01,목요일,표류,해안가,수영미숙,없음
울산광역시,울산,2021-07-01,목요일,추락익수,갯바위,부주의,연안사고 다발구역
제주특별자치도,서귀포,2021-07-01,목요일,추락,테트라포드,낚시,사망사고 발생구역
제주특별자치도,제주,2021-07-01,목요일,추락익수,방파제,음주,사망사고 발생구역
충청남도,태안,2021-06-30,수요일,기타익수,해안가,음주,없음
제주특별자치도,제주,2021-06-29,화요일,기타익수,해안가,부주의,연안사고 다발구역
제주특별자치도,제주,2021-06-29,화요일,기타,해안가,부주의,사망사고 발생구역
강원도,속초,2021-06-29,화요일,추락익수,갯바위,부주의,없음
전라북도,부안,2021-06-29,화요일,기타,갯벌,부주의,사망사고 발생구역
충청남도,태안,2021-06-29,화요일,고립,갯바위,낚시,연안사고 다발구역
제주특별자치도,제주,2021-06-28,월요일,기타익수,해안가,부주의,연안사고 다발구역
경기도,평택,2021-06-28,월요일,추락,갯바위,부주의,없음
경기도,평택,2021-06-28,월요일,고립,해안가,조석 미인지,없음
인천광역시,인천,2021-06-28,월요일,기타익수,해안가,부주의,사망사고 발생구역
제주특별자치도,서귀포,2021-06-27,일요일,수중레저익수,해양,타인부주의,없음
울산광역시,울산,2021-06-27,일요일,수상레저익수,항포구,부주의,없음
경상남도,통영,2021-06-26,토요일,표류,갯바위,조석 미인지,없음
부산광역시,부산,2021-06-26,토요일,기타익수,해안가,음주,없음
제주특별자치도,제주,2021-06-25,금요일,추락익수,해안가,음주,없음
경기도,평택,2021-06-25,금요일,기타익수,해안가,조석 미인지,연안사고 다발구역
제주특별자치도,서귀포,2021-06-25,금요일,고립,갯바위,부주의,없음
전라남도,여수,2021-06-25,금요일,고립,갯바위,부주의,없음
제주특별자치도,제주,2021-06-24,목요일,표류,해안가,부주의,사망사고 발생구역
전라북도,부안,2021-06-24,목요일,기타,갯벌,조석 미인지,사망사고 발생구역
경상북도,포항,2021-06-22,화요일,기타익수,해안가,부주의,없음
전라남도,여수,2021-06-21,월요일,기타익수,해안가,부주의,없음
전라남도,완도,2021-06-21,월요일,추락,방파제,운전 부주의,없음
전라남도,목포,2021-06-21,월요일,고립,갯벌,부주의,없음
전라남도,목포,2021-06-20,일요일,기타익수,해안가,수영미숙,연안사고 위험구역
충청남도,태안,2021-06-20,일요일,기타,무인도서,낚시,사망사고 발생구역
제주특별자치도,제주,2021-06-20,일요일,고립익수,갯바위,부주의,연안사고 위험구역
제주특별자치도,서귀포,2021-06-19,토요일,표류,해양,부주의,없음
제주특별자치도,제주,2021-06-19,토요일,표류,해안가,부주의,없음
강원도,속초,2021-06-19,토요일,수상레저익수,해안가,부주의,없음
전라북도,군산,2021-06-19,토요일,수중레저익수,해양,부주의,없음
전라남도,목포,2021-06-19,토요일,고립익수,갯벌,조석 미인지,사망사고 발생구역
전라남도,목포,2021-06-19,토요일,고립익수,갯벌,조석 미인지,없음
충청남도,태안,2021-06-19,토요일,고립,갯바위,낚시,없음
충청남도,태안,2021-06-18,금요일,고립,갯바위,낚시,없음
경상남도,창원,2021-06-16,수요일,추락익수,항포구,부주의,연안사고 위험구역
부산광역시,부산,2021-06-14,월요일,추락익수,방파제,부주의,없음
인천광역시,인천,2021-06-14,월요일,기타,갯벌,기상불량,연안사고 다발구역
인천광역시,인천,2021-06-14,월요일,고립익수,해안가,부주의,연안사고 다발구역
전라남도,군산,2021-08-14,토요일,고립,갯바위,수영미숙,없음
제주특별자치도,제주,2021-06-13,일요일,추락,갯바위,부주의,연안사고 다발구역
제주특별자치도,서귀포,2021-08-10,화요일,추락익수,갯바위,낚시,없음
충청남도,보령,2021-06-12,토요일,추락익수,항포구,음주,사망사고 발생구역
전라남도,목포,2021-06-12,토요일,추락,방파제,부주의,없음
인천광역시,인천,2021-06-12,토요일,추락,해안가,부주의,없음
부산광역시,부산,2021-06-12,토요일,추락익수,방파제,음주,연안사고 위험구역
전라남도,부안,2021-06-12,토요일,고립,갯벌,부주의,없음
전라남도,여수,2021-06-12,토요일,고립,갯바위,조석 미인지,없음
경상남도,통영,2021-06-10,목요일,기타익수,방파제,부주의,없음
강원도,동해,2021-06-09,수요일,추락익수,방파제,부주의,연안사고 위험구역
경상북도,포항,2021-06-08,화요일,추락,방파제,부주의,연안사고 위험구역
부산광역시,부산,2021-08-08,일요일,고립,갯바위,부주의,없음
충청남도,태안,2021-07-31,토요일,고립,갯바위,낚시,없음
울산광역시,울산,2021-06-06,일요일,수상레저익수,항포구,음주,없음
강원도,동해,2021-06-06,일요일,추락,테트라포드,음주,없음
충청남도,태안,2021-06-13,일요일,고립,갯바위,낚시,연안사고 다발구역
충청남도,태안,2021-06-05,토요일,수중레저익수,해양,안전미준수,사망사고 발생구역
제주특별자치도,제주,2021-06-05,토요일,표류,해안가,부주의,연안사고 다발구역
인천광역시,인천,2021-06-05,토요일,고립,해안가,부주의,없음
부산광역시,부산,2021-06-05,토요일,추락,테트라포드,부주의,없음
부산광역시,부산,2021-06-05,토요일,추락익수,항포구,부주의,없음
강원도,속초,2021-06-05,토요일,표류,해양,기상불량,없음
울산광역시,울산,2021-06-05,토요일,추락,방파제,낚시,없음
강원도,속초,2021-06-05,토요일,기타익수,해안가,음주,없음
전라남도,여수,2021-06-04,금요일,고립,해안가,운전 부주의,없음
경상남도,통영,2021-06-04,금요일,추락익수,해안가,부주의,없음
강원도,동해,2021-06-04,금요일,추락,방파제,부주의,연안사고 위험구역
제주특별자치도,제주,2021-06-02,수요일,기타익수,해안가,부주의,연안사고 위험구역
경상남도,창원,2021-06-02,수요일,추락익수,해안가,음주,사망사고 발생구역
전라북도,부안,2021-06-01,화요일,고립익수,해안가,부주의,없음
강원도,동해,2021-06-01,화요일,추락,테트라포드,낚시,없음
전라북도,부안,2021-05-31,월요일,고립,갯바위,조석 미인지,연안사고 다발구역
제주특별자치도,제주,2021-05-30,일요일,기타익수,해안가,수영미숙,연안사고 다발구역
전라남도,여수,2021-05-30,일요일,추락익수,방파제,부주의,없음
인천광역시,인천,2021-05-30,일요일,기타익수,해안가,음주,없음
충청남도,태안,2021-05-29,토요일,고립,갯벌,조석 미인지,없음
충청남도,태안,2021-05-29,토요일,고립,갯벌,부주의,없음
인천광역시,인천,2021-05-29,토요일,고립,갯벌,부주의,없음
전라남도,완도,2021-05-29,토요일,추락,갯벌,부주의,없음
충청남도,태안,2021-05-29,토요일,추락익수,갯바위,낚시,없음
충청남도,태안,2021-05-29,토요일,고립,갯바위,조석 미인지,연안사고 다발구역
충청남도,태안,2021-05-29,토요일,고립,갯바위,낚시,없음
충청남도,보령,2021-05-28,금요일,고립,갯벌,기상불량,연안사고 다발구역
경상남도,통영,2021-05-28,금요일,추락익수,해안가,부주의,없음
충청남도,태안,2021-05-28,금요일,고립,갯바위,부주의,연안사고 위험구역
제주특별자치도,서귀포,2021-05-27,목요일,수중레저익수,해양,부주의,없음
경상남도,창원,2021-05-27,목요일,추락익수,해안가,운전 부주의,없음
경기도,평택,2021-05-27,목요일,기타,해안가,부주의,연안사고 다발구역
제주특별자치도,제주,2021-05-26,수요일,추락익수,항포구,부주의,없음
인천광역시,인천,2021-05-26,수요일,고립익수,갯벌,조석 미인지,연안사고 다발구역
부산광역시,부산,2021-05-26,수요일,추락,해안가,부주의,없음
제주특별자치도,제주,2021-05-25,화요일,수상레저익수,해양,부주의,없음
충청남도,태안,2021-05-25,화요일,고립,갯바위,부주의,연안사고 다발구역
충청남도,태안,2021-05-24,월요일,고립,갯바위,부주의,없음
충청남도,태안,2021-05-23,일요일,기타익수,해양,부주의,사망사고 발생구역
충청남도,태안,2021-05-23,일요일,기타,테트라포드,낚시,없음
강원도,동해,2021-05-23,일요일,고립,항포구,부주의,없음
인천광역시,인천,2021-05-23,일요일,고립익수,갯벌,조석 미인지,연안사고 위험구역
부산광역시,부산,2021-05-23,일요일,추락익수,항포구,부주의,연안사고 위험구역
충청남도,태안,2021-05-23,일요일,고립,갯바위,낚시,없음
전라남도,여수,2021-05-23,일요일,고립,갯바위,불법행위,없음
충청남도,평택,2021-05-22,토요일,추락,항포구,부주의,연안사고 위험구역
전라남도,목포,2021-05-22,토요일,추락,항포구,운전 부주의,사망사고 발생구역
제주특별자치도,제주,2021-05-22,토요일,기타익수,항포구,부주의,없음
경상북도,포항,2021-05-22,토요일,추락,방파제,부주의,연안사고 위험구역
강원도,속초,2021-05-22,토요일,기타,해안가,부주의,연안사고 위험구역
충청남도,태안,2021-05-21,금요일,추락익수,해안가,음주,없음
제주특별자치도,제주,2021-05-19,수요일,기타익수,항포구,부주의,연안사고 다발구역
경상남도,통영,2021-05-18,화요일,추락익수,갯바위,낚시,없음
부산광역시,부산,2021-05-18,화요일,추락익수,해안가,부주의,없음
제주특별자치도,제주,2021-05-18,화요일,수중레저익수,갯바위,부주의,없음
경상남도,창원,2021-05-16,일요일,수중레저익수,해양,부주의,없음
충청남도,태안,2021-05-16,일요일,고립,갯바위,조석 미인지,연안사고 위험구역
제주특별자치도,제주,2021-06-08,화요일,기타익수,갯바위,부주의,연안사고 위험구역
경상남도,통영,2021-05-15,토요일,추락,방파제,운전 부주의,없음
부산광역시,부산,2021-05-15,토요일,추락익수,해양,질병,없음
경상남도,통영,2021-05-15,토요일,기타익수,해양,부주의,없음
인천광역시,인천,2021-05-14,금요일,기타익수,해안가,음주,연안사고 다발구역
전라남도,목포,2021-05-13,목요일,고립익수,갯벌,부주의,없음
경상북도,포항,2021-05-13,목요일,추락익수,항포구,음주,없음
충청남도,태안,2021-05-13,목요일,고립,갯바위,낚시,없음
경상북도,울진,2021-05-12,수요일,추락,방파제,부주의,연안사고 위험구역
인천광역시,인천,2021-05-11,화요일,고립,갯벌,조석 미인지,연안사고 다발구역
부산광역시,부산,2021-05-11,화요일,추락익수,항포구,음주,없음
인천광역시,인천,2021-05-09,일요일,고립,갯벌,부주의,연안사고 다발구역
충청남도,태안,2021-05-09,일요일,기타,갯바위,부주의,연안사고 다발구역
충청남도,평택,2021-05-08,토요일,추락,방파제,부주의,없음
제주특별자치도,제주,2021-05-08,토요일,추락익수,항포구,음주,없음
제주특별자치도,제주,2021-05-16,일요일,고립,갯바위,낚시,연안사고 위험구역
경상남도,통영,2021-09-04,토요일,추락익수,해안가,기상불량,없음
경상남도,통영,2021-05-07,금요일,추락익수,해안가,부주의,없음
전라북도,부안,2021-05-07,금요일,고립,갯벌,부주의,연안사고 위험구역
경상남도,통영,2021-05-07,금요일,추락익수,방파제,운전 부주의,없음
부산광역시,부산,2021-05-06,목요일,추락익수,항포구,부주의,없음
부산광역시,부산,2021-05-06,목요일,추락익수,항포구,부주의,없음
경상남도,통영,2021-05-06,목요일,추락익수,테트라포드,낚시,없음
전라남도,목포,2021-05-05,수요일,추락,갯벌,부주의,없음
경상남도,통영,2021-07-12,월요일,추락,테트라포드,부주의,사망사고 발생구역
제주특별자치도,서귀포,2021-05-03,월요일,수중레저익수,해양,부주의,없음
경상남도,창원,2021-05-03,월요일,수중레저익수,항포구,부주의,없음
충청남도,태안,2021-05-02,일요일,고립,무인도서,조석 미인지,연안사고 위험구역
제주특별자치도,서귀포,2021-05-01,토요일,수중레저익수,해양,부주의,없음
충청남도,태안,2021-05-01,토요일,추락익수,항포구,운전 부주의,없음
제주특별자치도,제주,2021-05-01,토요일,기타익수,항포구,음주,연안사고 다발구역
인천광역시,인천,2021-05-01,토요일,고립익수,갯벌,부주의,연안사고 다발구역
강원도,속초,2021-05-01,토요일,수상레저익수,해안가,음주,없음
충청남도,태안,2021-05-01,토요일,기타익수,갯바위,낚시,없음
경상북도,동해,2021-04-30,금요일,추락익수,항포구,부주의,없음
충청남도,태안,2021-04-28,수요일,기타익수,해안가,해양장애물,연안사고 위험구역
충청남도,보령,2021-04-28,수요일,기타익수,갯벌,부주의,연안사고 위험구역
충청남도,보령,2021-04-27,화요일,고립,항포구,부주의,없음
충청남도,태안,2021-04-26,월요일,수중레저익수,해양,수영미숙,사망사고 발생구역
전라남도,여수,2021-04-26,월요일,추락익수,항포구,부주의,없음
경상남도,통영,2021-04-26,월요일,고립,방파제,부주의,없음
제주특별자치도,서귀포,2021-04-25,일요일,추락익수,해안가,운전 부주의,없음
충청남도,보령,2021-04-24,토요일,고립,갯바위,부주의,연안사고 위험구역
인천광역시,인천,2021-04-23,금요일,추락,갯벌,부주의,연안사고 다발구역
경상북도,동해,2021-04-21,수요일,기타익수,갯바위,부주의,연안사고 위험구역
전라남도,목포,2021-04-20,화요일,고립,해안가,조석 미인지,없음
전라남도,목포,2021-04-20,화요일,추락익수,항포구,부주의,사망사고 발생구역
울산광역시,울산,2021-04-19,월요일,추락익수,갯바위,부주의,연안사고 위험구역
강원도,속초,2021-04-17,토요일,추락,방파제,부주의,연안사고 위험구역
울산광역시,울산,2021-04-15,목요일,추락익수,항포구,부주의,연안사고 다발구역
경상남도,통영,2021-05-08,토요일,고립,갯바위,기상불량,없음
전라북도,군산,2021-04-12,월요일,추락,해안가,운전 부주의,없음
경상북도,울진,2021-04-12,월요일,추락,갯바위,음주,사망사고 발생구역
충청남도,태안,2021-04-11,일요일,기타익수,해안가,부주의,사망사고 발생구역
충청남도,태안,2021-04-11,일요일,고립,무인도서,조석 미인지,없음
부산광역시,부산,2021-04-11,일요일,추락익수,항포구,음주,연안사고 다발구역
강원도,속초,2021-04-11,일요일,추락익수,항포구,음주,없음
인천광역시,평택,2021-04-11,일요일,고립,무인도서,부주의,연안사고 위험구역
울산광역시,울산,2021-04-11,일요일,추락익수,항포구,부주의,연안사고 다발구역
전라북도,군산,2021-04-11,일요일,추락익수,항포구,부주의,연안사고 다발구역
강원도,속초,2021-04-11,일요일,수중레저익수,해양,부주의,없음
충청남도,태안,2021-04-10,토요일,고립,해양,부주의,없음
전라남도,목포,2021-04-10,토요일,추락익수,항포구,부주의,연안사고 다발구역
충청남도,보령,2021-04-10,토요일,고립,갯벌,조석 미인지,없음
제주특별자치도,제주,2021-04-15,목요일,추락익수,갯바위,부주의,없음
충청남도,태안,2021-04-10,토요일,고립,갯바위,낚시,연안사고 다발구역
충청남도,보령,2021-04-07,수요일,기타,해안가,부주의,연안사고 위험구역
전라남도,목포,2021-04-06,화요일,추락익수,항포구,부주의,연안사고 다발구역
강원도,속초,2021-05-04,화요일,추락익수,테트라포드,낚시,연안사고 위험구역
전라남도,여수,2021-03-31,수요일,기타익수,해안가,음주,연안사고 다발구역
제주특별자치도,제주,2021-03-31,수요일,추락익수,항포구,부주의,없음
인천광역시,인천,2021-03-31,수요일,고립,갯벌,조석 미인지,연안사고 다발구역
충청남도,보령,2021-03-30,화요일,기타익수,해안가,조석 미인지,없음
인천광역시,인천,2021-03-30,화요일,고립,갯벌,조석 미인지,연안사고 위험구역
경상남도,통영,2021-03-29,월요일,추락익수,항포구,부주의,없음
인천광역시,인천,2021-03-29,월요일,기타,갯벌,부주의,연안사고 다발구역
인천광역시,인천,2021-03-29,월요일,기타,갯벌,부주의,연안사고 다발구역
인천광역시,인천,2021-03-29,월요일,고립,해안가,부주의,연안사고 다발구역
인천광역시,인천,2021-03-29,월요일,고립,갯바위,부주의,사망사고 발생구역
제주특별자치도,서귀포,2021-03-29,월요일,고립,갯바위,낚시,연안사고 다발구역
제주특별자치도,제주,2021-03-28,일요일,기타익수,항포구,운전 부주의,없음
인천광역시,인천,2021-03-28,일요일,기타,갯벌,부주의,연안사고 위험구역
인천광역시,인천,2021-03-28,일요일,기타,갯벌,부주의,연안사고 다발구역
전라남도,여수,2021-03-28,일요일,기타익수,갯바위,부주의,없음
부산광역시,부산,2021-03-27,토요일,기타익수,해안가,부주의,없음
전라남도,목포,2021-03-26,금요일,기타익수,해안가,음주,연안사고 다발구역
전라북도,부안,2021-03-26,금요일,기타익수,갯벌,조석 미인지,사망사고 발생구역
전라남도,목포,2021-03-25,목요일,고립,갯벌,부주의,없음
제주특별자치도,제주,2021-03-24,수요일,기타익수,방파제,부주의,사망사고 발생구역
강원도,동해,2021-03-23,화요일,추락,테트라포드,음주,연안사고 위험구역
부산광역시,부산,2021-03-22,월요일,추락익수,항포구,부주의,없음
경상남도,통영,2021-03-20,토요일,추락,해안가,부주의,없음
경상북도,울진,2021-03-19,금요일,기타익수,해안가,부주의,없음
울산광역시,울산,2021-03-19,금요일,추락익수,항포구,부주의,연안사고 다발구역
제주특별자치도,제주,2021-03-18,목요일,추락,테트라포드,음주,사망사고 발생구역
인천광역시,인천,2021-03-15,월요일,기타,갯벌,부주의,연안사고 다발구역
인천광역시,인천,2021-03-14,일요일,기타,갯벌,기상불량,연안사고 다발구역
인천광역시,인천,2021-03-14,일요일,기타,갯벌,부주의,연안사고 다발구역
인천광역시,인천,2021-03-14,일요일,기타,갯벌,기상불량,연안사고 다발구역
경상남도,창원,2021-03-14,일요일,기타,해안가,질병,없음
전라북도,부안,2021-03-14,일요일,기타,해안가,기상불량,사망사고 발생구역
경기도,평택,2021-03-14,일요일,기타,갯벌,기상불량,연안사고 다발구역
경기도,평택,2021-03-14,일요일,고립익수,갯벌,기상불량,연안사고 위험구역
부산광역시,부산,2021-03-14,일요일,추락익수,항포구,부주의,없음
경상남도,통영,2021-03-13,토요일,추락익수,해안가,부주의,없음
충청남도,보령,2021-03-13,토요일,고립,갯바위,조석 미인지,연안사고 다발구역
인천광역시,인천,2021-03-12,금요일,기타,갯벌,부주의,연안사고 다발구역
강원도,동해,2021-03-10,수요일,추락익수,항포구,부주의,없음
제주특별자치도,제주,2021-03-08,월요일,기타,갯바위,부주의,없음
인천광역시,인천,2021-03-07,일요일,기타익수,해안가,음주,연안사고 다발구역
인천광역시,인천,2021-03-07,일요일,추락,갯벌,음주,없음
제주특별자치도,서귀포,2021-03-07,일요일,추락익수,갯바위,낚시,연안사고 위험구역
경상남도,통영,2021-03-06,토요일,수중레저익수,해안가,부주의,없음
제주특별자치도,제주,2021-03-02,화요일,추락익수,항포구,타인부주의,없음
인천광역시,인천,2021-03-02,화요일,고립,갯바위,부주의,연안사고 다발구역
부산광역시,부산,2021-03-02,화요일,추락익수,해안가,부주의,없음
충청남도,보령,2021-03-01,월요일,고립,갯바위,조석 미인지,없음
전라남도,여수,2021-03-01,월요일,추락,갯바위,부주의,없음
충청남도,태안,2021-02-28,일요일,고립,해안가,부주의,없음
인천광역시,인천,2021-02-28,일요일,고립,갯바위,조석 미인지,연안사고 위험구역
인천광역시,인천,2021-02-28,일요일,고립,갯바위,조석 미인지,연안사고 다발구역
충청남도,태안,2021-02-28,일요일,고립,갯바위,조석 미인지,연안사고 위험구역
충청남도,태안,2021-02-28,일요일,고립,갯바위,낚시,없음
충청남도,보령,2021-02-27,토요일,고립,무인도서,조석 미인지,연안사고 위험구역
강원도,동해,2021-02-27,토요일,추락익수,항포구,음주,없음
경상남도,통영,2021-02-27,토요일,기타익수,항포구,음주,연안사고 위험구역
충청남도,보령,2021-02-27,토요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2021-02-26,금요일,고립,해안가,조석 미인지,없음
제주특별자치도,서귀포,2021-02-25,목요일,수중레저익수,해안가,부주의,연안사고 위험구역
부산광역시,부산,2021-02-24,수요일,추락익수,항포구,음주,사망사고 발생구역
부산광역시,부산,2021-02-22,월요일,추락익수,항포구,운전 부주의,없음
부산광역시,부산,2021-02-16,화요일,추락익수,항포구,음주,연안사고 다발구역
경상북도,포항,2021-02-16,화요일,추락익수,항포구,음주,연안사고 위험구역
경상남도,통영,2021-02-16,화요일,추락익수,테트라포드,부주의,연안사고 다발구역
제주특별자치도,서귀포,2021-02-15,월요일,고립,갯바위,낚시,없음
제주특별자치도,서귀포,2021-02-14,일요일,추락익수,갯바위,부주의,사망사고 발생구역
전라남도,목포,2021-02-13,토요일,고립,해안가,조석 미인지,연안사고 위험구역
전라남도,여수,2021-02-13,토요일,추락익수,항포구,낚시,연안사고 다발구역
경상남도,통영,2021-02-13,토요일,고립,갯바위,부주의,연안사고 위험구역
전라남도,목포,2021-02-12,금요일,고립,무인도서,조석 미인지,없음
인천광역시,인천,2021-02-12,금요일,고립,해안가,부주의,연안사고 다발구역
제주특별자치도,서귀포,2021-02-12,금요일,고립,갯바위,낚시,연안사고 위험구역
경상남도,통영,2021-02-11,목요일,고립,갯바위,낚시,없음
인천광역시,인천,2021-02-11,목요일,고립,갯바위,부주의,연안사고 다발구역
경상남도,통영,2021-02-11,목요일,고립,갯바위,조석 미인지,없음
충청남도,보령,2021-02-11,목요일,고립,갯바위,조석 미인지,연안사고 다발구역
부산광역시,부산,2021-02-10,수요일,추락익수,테트라포드,부주의,없음
제주특별자치도,서귀포,2021-02-07,일요일,수상레저익수,해안가,부주의,없음
인천광역시,인천,2021-02-07,일요일,추락익수,갯바위,부주의,연안사고 위험구역
부산광역시,부산,2021-02-07,일요일,추락익수,항포구,부주의,없음
강원도,동해,2021-02-06,토요일,추락,방파제,부주의,없음
강원도,동해,2021-02-04,목요일,추락,테트라포드,부주의,연안사고 위험구역
전라북도,부안,2021-02-01,월요일,고립,해안가,조석 미인지,사망사고 발생구역
제주특별자치도,제주,2021-02-01,월요일,고립,갯바위,조석 미인지,없음
제주특별자치도,서귀포,2021-01-31,일요일,고립,갯바위,조석 미인지,없음
충청남도,보령,2021-01-30,토요일,기타익수,해양,부주의,연안사고 다발구역
부산광역시,부산,2021-01-30,토요일,기타익수,해양,음주,없음
제주특별자치도,제주,2021-01-29,금요일,기타익수,항포구,음주,없음
전라남도,목포,2021-01-28,목요일,고립익수,갯벌,부주의,없음
강원도,동해,2021-01-26,화요일,추락,방파제,낚시,없음
부산광역시,울산,2021-01-23,토요일,추락,테트라포드,부주의,연안사고 위험구역
강원도,속초,2021-01-21,목요일,추락익수,항포구,부주의,없음
부산광역시,창원,2021-01-20,수요일,추락익수,방파제,부주의,없음
전라남도,완도,2021-01-19,화요일,고립,해안가,조석 미인지,없음
전라남도,목포,2021-01-19,화요일,고립,해안가,조석 미인지,없음
경상북도,울진,2021-12-01,수요일,추락익수,갯바위,부주의,없음
전라남도,여수,2021-01-17,일요일,추락익수,항포구,부주의,없음
전라남도,여수,2021-09-19,일요일,추락익수,갯바위,부주의,없음
인천광역시,평택,2021-01-16,토요일,고립,무인도서,조석 미인지,없음
전라남도,목포,2021-01-14,목요일,기타익수,해안가,부주의,없음
부산광역시,부산,2021-01-14,목요일,기타익수,갯바위,음주,없음
제주특별자치도,서귀포,2021-01-13,수요일,추락익수,항포구,운전 부주의,사망사고 발생구역
제주특별자치도,제주,2021-01-11,월요일,추락익수,갯바위,부주의,없음
강원도,속초,2021-01-10,일요일,추락,테트라포드,낚시,연안사고 위험구역
경상남도,통영,2021-01-07,목요일,추락익수,항포구,음주,연안사고 다발구역
강원도,동해,2021-01-07,목요일,고립,테트라포드,낚시,없음
강원도,속초,2021-01-04,월요일,추락,테트라포드,부주의,연안사고 다발구역
울산광역시,울산,2021-01-03,일요일,추락익수,항포구,부주의,없음
전라남도,목포,2021-01-19,화요일,기타익수,갯바위,낚시,없음
경기도,평택,2021-01-01,금요일,고립,해안가,조석 미인지,연안사고 위험구역
전라남도,완도,2022-01-31,월요일,추락익수,해안가,질병,없음
충청남도,보령,2022-01-31,월요일,고립,해안가,부주의,연안사고 위험구역
충청남도,태안,2022-01-31,월요일,고립,갯바위,부주의,없음
