광역시도,해경서,발생일자,발생요일,사고유형,장소,사고원인,위험구역지정
전라남도,목포,2017-01-01,일요일,추락익수,항포구,부주의,없음
경기도,평택,2017-01-01,일요일,고립,무인도서,부주의,없음
제주특별자치도,서귀포,2017-01-01,일요일,고립,갯바위,부주의,없음
제주특별자치도,서귀포,2017-01-01,일요일,고립,갯바위,부주의,없음
전라남도,목포,2017-01-01,일요일,고립,무인도서,안전미준수,없음
강원도,속초,2017-01-02,월요일,표류,해양,부주의,없음
제주특별자치도,서귀포,2017-01-03,화요일,고립,갯바위,부주의,없음
전라남도,완도,2017-01-04,수요일,추락익수,항포구,부주의,없음
제주특별자치도,서귀포,2017-01-04,수요일,기타,해안가,안전미준수,없음
제주특별자치도,서귀포,2017-01-05,목요일,고립,갯바위,부주의,없음
제주특별자치도,서귀포,2017-01-06,금요일,고립,갯바위,부주의,없음
인천광역시,인천,2017-01-06,금요일,추락익수,해양,음주,없음
전라남도,목포,2017-01-06,금요일,추락익수,항포구,부주의,없음
울산광역시,울산,2017-01-07,토요일,추락익수,갯바위,부주의,없음
경상북도,포항,2017-01-07,토요일,추락익수,항포구,음주,없음
제주특별자치도,제주,2017-01-07,토요일,기타익수,해안가,부주의,없음
부산광역시,부산,2017-01-08,일요일,기타익수,해양,음주,없음
강원도,속초,2017-01-08,일요일,추락익수,항포구,부주의,없음
전라북도,부안,2017-01-08,일요일,추락,테트라포드,음주,없음
인천광역시,인천,2017-01-11,수요일,고립,해안가,부주의,없음
전라남도,목포,2017-01-15,일요일,추락익수,항포구,부주의,없음
인천광역시,인천,2017-01-15,일요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2017-01-15,일요일,고립,갯바위,부주의,없음
인천광역시,인천,2017-01-15,일요일,고립,갯벌,부주의,없음
전라북도,군산,2017-01-16,월요일,고립,갯바위,조석 미인지,없음
강원도,속초,2017-01-16,월요일,수상레저익수,해안가,음주,없음
경상남도,통영,2017-01-17,화요일,추락익수,갯바위,부주의,없음
제주특별자치도,서귀포,2017-01-17,화요일,기타익수,항포구,부주의,없음
울산광역시,울산,2017-01-18,수요일,추락,갯바위,부주의,없음
제주특별자치도,서귀포,2017-01-19,목요일,수중산업익수,해양,부주의,없음
강원도,속초,2017-01-21,토요일,추락,방파제,부주의,없음
부산광역시,부산,2017-01-21,토요일,추락익수,항포구,음주,없음
인천광역시,인천,2017-01-22,일요일,기타익수,해양,음주,없음
경상남도,통영,2017-01-23,월요일,추락익수,항포구,부주의,없음
전라남도,목포,2017-01-23,월요일,추락익수,항포구,자살,없음
전라남도,목포,2017-01-25,수요일,추락익수,해안가,음주,없음
제주특별자치도,제주,2017-01-27,금요일,고립,방파제,안전미준수,없음
강원도,속초,2017-01-28,토요일,수중레저익수,해양,부주의,없음
제주특별자치도,서귀포,2017-01-30,월요일,추락익수,항포구,부주의,없음
인천광역시,인천,2017-01-30,월요일,고립,무인도서,조석 미인지,없음
부산광역시,부산,2017-01-30,월요일,추락익수,항포구,부주의,없음
경상북도,울진,2017-01-30,월요일,고립,갯바위,기상불량,없음
부산광역시,부산,2017-01-31,화요일,추락익수,항포구,부주의,없음
울산광역시,울산,2017-02-02,목요일,추락익수,항포구,부주의,없음
부산광역시,부산,2017-02-03,금요일,추락익수,해양,음주,없음
울산광역시,울산,2017-02-04,토요일,추락익수,테트라포드,안전미준수,없음
전라남도,여수,2017-02-05,일요일,추락익수,해안가,부주의,없음
부산광역시,부산,2017-02-05,일요일,추락익수,항포구,부주의,없음
인천광역시,인천,2017-02-05,일요일,기타익수,해양,자살,없음
제주특별자치도,서귀포,2017-02-05,일요일,수중산업익수,해양,기상불량,없음
경상북도,울진,2017-02-06,월요일,추락,테트라포드,부주의,없음
전라남도,완도,2017-02-06,월요일,추락익수,항포구,부주의,없음
경상북도,울진,2017-02-08,수요일,추락익수,방파제,부주의,없음
경기도,평택,2017-02-08,수요일,고립,무인도서,조석 미인지,없음
경상북도,포항,2017-02-08,수요일,추락익수,해안가,자살,없음
울산광역시,울산,2017-02-12,일요일,고립,테트라포드,음주,없음
인천광역시,평택,2017-02-13,월요일,고립,무인도서,조석 미인지,없음
부산광역시,부산,2017-02-13,월요일,추락익수,항포구,부주의,없음
경상남도,창원,2017-02-14,화요일,기타익수,해양,자살,없음
강원도,동해,2017-02-15,수요일,추락,테트라포드,부주의,없음
전라남도,목포,2017-02-15,수요일,수중산업익수,방파제,안전미준수,없음
제주특별자치도,제주,2017-02-18,토요일,기타익수,항포구,부주의,없음
제주특별자치도,제주,2017-02-19,일요일,기타익수,항포구,부주의,없음
제주특별자치도,제주,2017-02-19,일요일,수중산업익수,해양,부주의,없음
전라남도,목포,2017-02-19,일요일,추락익수,기타,자살,없음
전라남도,목포,2017-02-21,화요일,고립,해안가,운전 부주의,없음
강원도,동해,2017-02-23,목요일,기타익수,해안가,운전 부주의,없음
경상북도,울진,2017-02-23,목요일,추락,방파제,부주의,없음
전라남도,여수,2017-02-23,목요일,추락익수,항포구,운전 부주의,없음
인천광역시,인천,2017-02-24,금요일,고립,무인도서,조석 미인지,없음
전라남도,완도,2017-02-25,토요일,추락익수,항포구,부주의,없음
강원도,속초,2017-02-25,토요일,수중레저익수,해양,부주의,없음
전라남도,여수,2017-02-26,일요일,고립,무인도서,운전 부주의,없음
제주특별자치도,서귀포,2017-02-28,화요일,추락,갯바위,부주의,없음
충청남도,태안,2017-02-28,화요일,고립,갯바위,조석 미인지,없음
경기도,평택,2017-02-28,화요일,고립,갯바위,조석 미인지,없음
경기도,평택,2017-02-28,화요일,고립,갯바위,조석 미인지,없음
충청남도,평택,2017-02-28,화요일,고립,해안가,조석 미인지,없음
경상북도,울진,2017-03-01,수요일,추락,방파제,부주의,없음
경기도,인천,2017-03-01,수요일,추락,기타,부주의,없음
부산광역시,부산,2017-03-01,수요일,추락익수,항포구,안전미준수,없음
부산광역시,부산,2017-03-02,목요일,고립,갯바위,안전미준수,없음
부산광역시,부산,2017-03-04,토요일,고립,갯바위,안전미준수,없음
제주특별자치도,서귀포,2017-03-04,토요일,추락,해안가,부주의,없음
전라북도,부안,2017-03-05,일요일,고립,해안가,부주의,없음
강원도,속초,2017-03-05,일요일,추락,테트라포드,부주의,없음
전라남도,여수,2017-03-06,월요일,기타익수,항포구,운전 부주의,없음
부산광역시,부산,2017-03-07,화요일,추락익수,해양,음주,없음
경상남도,창원,2017-03-11,토요일,기타익수,항포구,자살,없음
전라북도,군산,2017-03-11,토요일,고립,갯바위,조석 미인지,없음
경기도,평택,2017-03-11,토요일,고립,무인도서,조석 미인지,없음
경상남도,통영,2017-03-11,토요일,추락익수,항포구,부주의,없음
충청남도,보령,2017-03-12,일요일,고립익수,갯벌,부주의,없음
경기도,평택,2017-03-12,일요일,기타,무인도서,운전 부주의,없음
강원도,속초,2017-03-12,일요일,추락,테트라포드,부주의,없음
전라남도,여수,2017-03-13,월요일,기타익수,해안가,운전 부주의,없음
제주특별자치도,서귀포,2017-03-13,월요일,추락익수,항포구,부주의,없음
제주특별자치도,제주,2017-03-13,월요일,추락,방파제,부주의,없음
부산광역시,부산,2017-03-13,월요일,추락익수,해양,음주,없음
제주특별자치도,제주,2017-03-16,목요일,추락,테트라포드,부주의,없음
강원도,동해,2017-03-17,금요일,수중산업익수,해안가,부주의,없음
전라북도,부안,2017-03-17,금요일,기타,해안가,부주의,없음
경상남도,통영,2017-03-18,토요일,추락익수,해안가,음주,없음
경기도,인천,2017-03-18,토요일,고립,갯벌,부주의,없음
제주특별자치도,제주,2017-03-19,일요일,추락,테트라포드,부주의,없음
경상북도,포항,2017-03-19,일요일,고립,해양,안전미준수,없음
경상남도,통영,2017-03-19,일요일,추락익수,해양,부주의,없음
경상북도,포항,2017-03-19,일요일,고립,갯바위,부주의,없음
경기도,인천,2017-03-20,월요일,추락,갯벌,자살,없음
경상남도,통영,2017-03-23,목요일,추락익수,항포구,음주,없음
제주특별자치도,서귀포,2017-03-23,목요일,추락익수,항포구,부주의,없음
강원도,동해,2017-03-23,목요일,추락익수,갯바위,부주의,없음
경상남도,통영,2017-03-24,금요일,추락익수,항포구,부주의,없음
경상남도,통영,2017-03-26,일요일,추락익수,기타,부주의,없음
제주특별자치도,서귀포,2017-03-26,일요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-03-27,월요일,기타,갯벌,부주의,없음
강원도,속초,2017-03-28,화요일,추락,테트라포드,음주,없음
충청남도,태안,2017-03-31,금요일,고립,해안가,부주의,없음
인천광역시,인천,2017-03-31,금요일,고립,갯벌,음주,없음
강원도,속초,2017-04-02,일요일,추락,테트라포드,부주의,없음
전라북도,부안,2017-04-02,일요일,고립,해안가,부주의,없음
전라북도,부안,2017-04-02,일요일,기타익수,항포구,음주,없음
인천광역시,인천,2017-04-03,월요일,고립,무인도서,조석 미인지,없음
인천광역시,인천,2017-04-05,수요일,고립,갯벌,음주,없음
울산광역시,울산,2017-04-07,금요일,추락익수,항포구,인공장애물,없음
경상남도,통영,2017-04-09,일요일,고립,갯바위,부주의,없음
경기도,평택,2017-04-09,일요일,기타,해안가,조석 미인지,없음
충청남도,보령,2017-04-09,일요일,고립,갯벌,부주의,없음
강원도,동해,2017-04-09,일요일,추락,테트라포드,부주의,없음
인천광역시,인천,2017-04-10,월요일,추락,갯벌,운전 부주의,없음
충청남도,태안,2017-04-11,화요일,기타익수,해안가,음주,없음
경상남도,통영,2017-04-12,수요일,추락익수,방파제,부주의,없음
제주특별자치도,서귀포,2017-04-12,수요일,수중산업익수,갯바위,질병,없음
부산광역시,부산,2017-04-12,수요일,추락익수,해양,음주,없음
충청남도,평택,2017-04-13,목요일,기타익수,기타,자살,없음
전라남도,목포,2017-04-14,금요일,추락,항포구,부주의,없음
부산광역시,부산,2017-04-14,금요일,추락익수,해양,자살,없음
전라북도,부안,2017-04-15,토요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-04-15,토요일,고립,갯바위,조석 미인지,없음
강원도,속초,2017-04-15,토요일,추락,테트라포드,부주의,없음
부산광역시,부산,2017-04-16,일요일,추락익수,해양,자살,없음
전라남도,목포,2017-04-16,일요일,추락익수,항포구,부주의,없음
인천광역시,인천,2017-04-16,일요일,고립,갯벌,안전미준수,없음
전라남도,목포,2017-04-16,일요일,추락익수,항포구,음주,없음
경상북도,포항,2017-04-19,수요일,수중레저익수,해양,부주의,없음
충청남도,태안,2017-04-20,목요일,추락,갯바위,부주의,없음
경상남도,통영,2017-04-21,금요일,추락익수,항포구,부주의,없음
경상북도,포항,2017-04-22,토요일,추락,방파제,부주의,없음
경상북도,포항,2017-04-23,일요일,수상레저익수,해안가,안전미준수,없음
경상남도,통영,2017-04-23,일요일,추락익수,항포구,부주의,없음
전라북도,부안,2017-04-23,일요일,추락,항포구,운전 부주의,없음
경상남도,통영,2017-04-24,월요일,추락익수,항포구,부주의,없음
경상남도,통영,2017-04-24,월요일,추락익수,항포구,음주,없음
전라남도,여수,2017-04-24,월요일,기타익수,항포구,운전 부주의,없음
제주특별자치도,제주,2017-04-25,화요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-04-25,화요일,기타,해안가,부주의,없음
부산광역시,부산,2017-04-26,수요일,추락익수,해양,자살,없음
전라북도,군산,2017-04-27,목요일,추락,해안가,부주의,없음
전라남도,완도,2017-04-28,금요일,추락익수,항포구,부주의,없음
인천광역시,인천,2017-04-29,토요일,고립,갯바위,부주의,없음
인천광역시,인천,2017-04-29,토요일,고립,갯바위,부주의,없음
인천광역시,인천,2017-04-29,토요일,고립,갯바위,안전미준수,없음
전라북도,부안,2017-04-29,토요일,고립,갯바위,조석 미인지,없음
경상북도,동해,2017-04-29,토요일,추락,방파제,안전미준수,없음
인천광역시,인천,2017-04-30,일요일,고립,갯바위,부주의,없음
충청남도,태안,2017-04-30,일요일,기타익수,해안가,음주,없음
인천광역시,인천,2017-04-30,일요일,기타,갯벌,안전미준수,없음
제주특별자치도,제주,2017-05-01,월요일,추락,테트라포드,부주의,없음
전라남도,여수,2017-05-01,월요일,기타익수,항포구,운전 부주의,없음
전라남도,여수,2017-05-01,월요일,고립,무인도서,조석 미인지,없음
전라남도,여수,2017-05-01,월요일,추락,갯바위,부주의,없음
강원도,속초,2017-05-01,월요일,추락익수,방파제,음주,없음
인천광역시,인천,2017-05-01,월요일,고립,무인도서,부주의,없음
경상북도,포항,2017-05-01,월요일,추락,테트라포드,부주의,없음
전라남도,목포,2017-05-01,월요일,고립,갯벌,조석 미인지,없음
경기도,평택,2017-05-02,화요일,기타익수,해안가,음주,없음
제주특별자치도,서귀포,2017-05-03,수요일,수중산업익수,해양,부주의,없음
전라남도,여수,2017-05-03,수요일,추락익수,항포구,부주의,없음
경상북도,울진,2017-05-03,수요일,수중레저익수,해안가,안전미준수,없음
부산광역시,부산,2017-05-04,목요일,기타익수,해안가,안전미준수,없음
강원도,동해,2017-05-04,목요일,추락,갯바위,음주,없음
전라북도,군산,2017-05-06,토요일,추락익수,항포구,부주의,없음
충청남도,평택,2017-05-06,토요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-05-06,토요일,고립,갯바위,조석 미인지,없음
전라남도,여수,2017-05-06,토요일,추락익수,해안가,부주의,없음
울산광역시,울산,2017-05-06,토요일,추락익수,항포구,부주의,없음
경상남도,창원,2017-05-07,일요일,수상레저익수,무인도서,음주,없음
부산광역시,부산,2017-05-07,일요일,추락익수,방파제,부주의,없음
충청남도,태안,2017-05-08,월요일,고립익수,갯벌,부주의,없음
충청남도,태안,2017-05-08,월요일,고립,갯벌,조석 미인지,없음
부산광역시,부산,2017-05-09,화요일,추락익수,해양,자살,없음
충청남도,태안,2017-05-10,수요일,고립익수,갯벌,조석 미인지,없음
제주특별자치도,제주,2017-05-10,수요일,추락익수,해안가,부주의,없음
울산광역시,울산,2017-05-11,목요일,추락익수,갯바위,부주의,없음
부산광역시,부산,2017-05-11,목요일,추락익수,해양,부주의,없음
인천광역시,인천,2017-05-12,금요일,기타익수,해안가,부주의,없음
제주특별자치도,서귀포,2017-05-12,금요일,수중산업익수,해양,부주의,없음
부산광역시,부산,2017-05-12,금요일,기타,해안가,자살,없음
제주특별자치도,서귀포,2017-05-13,토요일,고립,갯바위,조석 미인지,없음
제주특별자치도,서귀포,2017-05-13,토요일,고립,갯바위,부주의,없음
전라북도,군산,2017-05-13,토요일,고립,무인도서,조석 미인지,없음
전라남도,여수,2017-05-14,일요일,기타익수,항포구,부주의,없음
제주특별자치도,제주,2017-05-14,일요일,추락익수,항포구,부주의,없음
경상북도,포항,2017-05-14,일요일,추락,테트라포드,부주의,없음
강원도,동해,2017-05-14,일요일,추락,테트라포드,부주의,없음
경상남도,창원,2017-05-14,일요일,추락익수,방파제,자살,없음
제주특별자치도,제주,2017-05-14,일요일,기타익수,방파제,자살,없음
전라남도,목포,2017-05-17,수요일,추락익수,항포구,안전미준수,없음
전라남도,목포,2017-05-17,수요일,추락익수,항포구,자살,없음
전라남도,목포,2017-05-19,금요일,추락익수,항포구,안전미준수,없음
경상남도,창원,2017-05-19,금요일,추락익수,해안가,자살,없음
전라남도,목포,2017-05-20,토요일,추락익수,기타,자살,없음
부산광역시,부산,2017-05-20,토요일,기타,해양,운전 부주의,없음
전라북도,부안,2017-05-20,토요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-05-20,토요일,수상레저익수,해양,부주의,없음
전라남도,완도,2017-05-20,토요일,추락익수,항포구,부주의,없음
부산광역시,부산,2017-05-21,일요일,기타익수,해안가,음주,없음
부산광역시,부산,2017-05-21,일요일,추락익수,항포구,자살,없음
전라남도,완도,2017-05-21,일요일,추락익수,항포구,부주의,없음
부산광역시,울산,2017-05-21,일요일,수상레저익수,해안가,안전미준수,없음
경상남도,통영,2017-05-21,일요일,고립,해안가,부주의,없음
부산광역시,울산,2017-05-21,일요일,추락,테트라포드,안전미준수,없음
인천광역시,인천,2017-05-21,일요일,고립,해안가,조석 미인지,없음
경상남도,통영,2017-05-21,일요일,수상레저익수,해안가,수영미숙,없음
충청남도,태안,2017-05-21,일요일,고립,갯바위,조석 미인지,없음
전라북도,부안,2017-05-23,화요일,고립,해안가,조석 미인지,없음
제주특별자치도,서귀포,2017-05-24,수요일,고립,갯바위,조석 미인지,없음
부산광역시,부산,2017-05-24,수요일,수중산업익수,해안가,해양장애물,없음
제주특별자치도,서귀포,2017-05-24,수요일,추락익수,항포구,부주의,없음
전라남도,여수,2017-05-24,수요일,추락익수,항포구,부주의,없음
인천광역시,인천,2017-05-25,목요일,추락익수,기타,질병,없음
제주특별자치도,제주,2017-05-25,목요일,고립,갯바위,부주의,없음
인천광역시,인천,2017-05-25,목요일,추락익수,해안가,부주의,없음
전라북도,부안,2017-05-25,목요일,고립,해안가,운전 부주의,없음
충청남도,태안,2017-05-26,금요일,고립,갯벌,부주의,없음
경상남도,통영,2017-05-26,금요일,추락익수,갯바위,부주의,없음
제주특별자치도,서귀포,2017-05-27,토요일,추락익수,해양,음주,없음
부산광역시,부산,2017-05-27,토요일,추락익수,해양,부주의,없음
제주특별자치도,제주,2017-05-27,토요일,수상레저익수,항포구,부주의,없음
전라북도,부안,2017-05-27,토요일,고립,갯바위,조석 미인지,없음
울산광역시,울산,2017-05-27,토요일,추락익수,항포구,부주의,없음
충청남도,태안,2017-05-27,토요일,기타익수,해안가,자살,없음
부산광역시,부산,2017-05-27,토요일,추락익수,해안가,음주,없음
경상북도,울진,2017-05-27,토요일,추락익수,테트라포드,음주,없음
인천광역시,인천,2017-05-28,일요일,수상산업익수,항포구,부주의,없음
전라남도,목포,2017-05-28,일요일,고립,갯벌,부주의,없음
제주특별자치도,제주,2017-05-28,일요일,수상레저익수,방파제,음주,없음
인천광역시,인천,2017-05-28,일요일,고립,갯바위,부주의,없음
부산광역시,부산,2017-05-28,일요일,수중레저익수,해안가,안전미준수,없음
충청남도,평택,2017-05-28,일요일,고립,갯바위,조석 미인지,없음
전라남도,목포,2017-05-30,화요일,고립,무인도서,부주의,없음
제주특별자치도,서귀포,2017-05-30,화요일,수중산업익수,해양,질병,없음
제주특별자치도,서귀포,2017-05-31,수요일,추락,테트라포드,부주의,없음
부산광역시,부산,2017-05-31,수요일,추락익수,항포구,음주,없음
전라북도,군산,2017-05-31,수요일,추락,갯바위,음주,없음
울산광역시,울산,2017-06-01,목요일,기타익수,해안가,음주,없음
강원도,속초,2017-06-01,목요일,추락,테트라포드,음주,없음
제주특별자치도,제주,2017-06-03,토요일,수상레저익수,해안가,부주의,없음
경상남도,통영,2017-06-03,토요일,추락익수,항포구,음주,없음
경상남도,통영,2017-06-03,토요일,추락익수,해안가,부주의,없음
강원도,속초,2017-06-03,토요일,추락익수,방파제,기상불량,없음
경상북도,울진,2017-06-03,토요일,추락,테트라포드,부주의,없음
전라남도,목포,2017-06-03,토요일,기타익수,방파제,부주의,없음
강원도,동해,2017-06-03,토요일,수상레저익수,해안가,기상불량,없음
경상남도,창원,2017-06-03,토요일,추락익수,해양,자살,없음
전라북도,군산,2017-06-04,일요일,추락,방파제,부주의,없음
경상북도,포항,2017-06-04,일요일,추락익수,방파제,음주,없음
인천광역시,인천,2017-06-05,월요일,고립,해안가,부주의,없음
경상남도,통영,2017-06-05,월요일,추락익수,해안가,부주의,없음
충청남도,태안,2017-06-05,월요일,추락,방파제,음주,없음
전라남도,여수,2017-06-06,화요일,기타익수,해안가,음주,없음
인천광역시,인천,2017-06-06,화요일,추락,갯바위,부주의,없음
제주특별자치도,서귀포,2017-06-07,수요일,수상레저익수,해양,수영미숙,없음
경상남도,통영,2017-06-07,수요일,추락익수,갯바위,부주의,없음
부산광역시,부산,2017-06-07,수요일,추락익수,테트라포드,자살,없음
부산광역시,부산,2017-06-07,수요일,추락익수,해안가,음주,없음
충청남도,보령,2017-06-08,목요일,고립익수,갯벌,부주의,없음
경상남도,창원,2017-06-09,금요일,추락익수,항포구,자살,없음
강원도,속초,2017-06-10,토요일,추락,방파제,부주의,없음
제주특별자치도,제주,2017-06-10,토요일,고립,갯바위,부주의,없음
부산광역시,부산,2017-06-10,토요일,추락익수,해양,자살,없음
충청남도,보령,2017-06-11,일요일,표류,해안가,부주의,없음
경기도,평택,2017-06-11,일요일,고립,무인도서,조석 미인지,없음
제주특별자치도,제주,2017-06-11,일요일,표류,해수욕장,부주의,없음
전라남도,여수,2017-06-11,일요일,고립,항포구,운전 부주의,없음
강원도,속초,2017-06-11,일요일,추락,테트라포드,부주의,없음
전라남도,목포,2017-06-11,일요일,고립,갯바위,부주의,없음
인천광역시,인천,2017-06-11,일요일,고립,무인도서,조석 미인지,없음
제주특별자치도,서귀포,2017-06-12,월요일,표류,해양,부주의,없음
제주특별자치도,제주,2017-06-12,월요일,수중산업익수,항포구,안전미준수,없음
경상북도,울진,2017-06-13,화요일,추락,방파제,음주,없음
부산광역시,부산,2017-06-13,화요일,추락익수,해양,자살,없음
전라북도,부안,2017-06-13,화요일,고립,해안가,안전미준수,없음
전라남도,여수,2017-06-13,화요일,추락,기타,부주의,없음
경상북도,포항,2017-06-14,수요일,추락,방파제,부주의,없음
인천광역시,인천,2017-06-15,목요일,기타익수,해양,자살,없음
인천광역시,인천,2017-06-16,금요일,고립,해안가,안전미준수,없음
경상남도,통영,2017-06-16,금요일,고립,갯바위,부주의,없음
경상북도,포항,2017-06-16,금요일,추락익수,항포구,음주,없음
충청남도,태안,2017-06-17,토요일,수상레저익수,해안가,수영미숙,없음
제주특별자치도,제주,2017-06-17,토요일,추락,방파제,부주의,없음
충청남도,평택,2017-06-17,토요일,추락익수,기타,자살,없음
전라남도,목포,2017-06-17,토요일,추락,테트라포드,음주,없음
충청남도,평택,2017-06-18,일요일,표류,해안가,수영미숙,없음
충청남도,보령,2017-06-18,일요일,고립,갯바위,조석 미인지,없음
제주특별자치도,제주,2017-06-18,일요일,고립,갯바위,부주의,없음
전라남도,목포,2017-06-18,일요일,추락익수,항포구,부주의,없음
경상북도,울진,2017-06-20,화요일,수중레저익수,해양,부주의,없음
충청남도,태안,2017-06-20,화요일,고립,갯바위,조석 미인지,없음
제주특별자치도,제주,2017-06-21,수요일,추락,갯바위,부주의,없음
부산광역시,부산,2017-06-22,목요일,기타익수,해안가,자살,없음
경상남도,통영,2017-06-22,목요일,수상레저익수,해양,운전 부주의,없음
충청남도,평택,2017-06-23,금요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2017-06-23,금요일,고립,갯벌,기상불량,없음
전라남도,여수,2017-06-23,금요일,기타익수,해양,운전 부주의,없음
인천광역시,인천,2017-06-23,금요일,고립,해안가,조석 미인지,없음
경상남도,통영,2017-06-24,토요일,기타익수,갯바위,부주의,없음
강원도,속초,2017-06-24,토요일,추락,테트라포드,부주의,없음
충청남도,보령,2017-06-24,토요일,추락익수,항포구,부주의,없음
충청남도,평택,2017-06-24,토요일,추락,항포구,음주,없음
제주특별자치도,제주,2017-06-24,토요일,수상레저익수,항포구,부주의,없음
충청남도,태안,2017-06-24,토요일,고립,갯바위,부주의,없음
인천광역시,인천,2017-06-24,토요일,고립,해안가,조석 미인지,없음
충청남도,보령,2017-06-24,토요일,고립,갯벌,부주의,없음
울산광역시,울산,2017-06-24,토요일,추락익수,항포구,부주의,없음
전라남도,여수,2017-06-24,토요일,기타익수,해양,운전 부주의,없음
경상남도,창원,2017-06-25,일요일,수중레저익수,해양,안전미준수,없음
경기도,평택,2017-06-25,일요일,고립,해안가,조석 미인지,없음
충청남도,보령,2017-06-26,월요일,고립익수,갯벌,부주의,없음
전라남도,목포,2017-06-27,화요일,기타,해안가,음주,없음
제주특별자치도,제주,2017-06-27,화요일,기타익수,항포구,자살,없음
제주특별자치도,제주,2017-06-27,화요일,기타익수,방파제,자살,없음
제주특별자치도,제주,2017-06-27,화요일,수상레저익수,방파제,부주의,없음
전라남도,목포,2017-06-28,수요일,기타익수,항포구,부주의,없음
경상북도,울진,2017-06-30,금요일,수상레저익수,해안가,음주,없음
강원도,속초,2017-06-30,금요일,추락,테트라포드,부주의,없음
충청남도,보령,2017-07-01,토요일,표류,해수욕장,부주의,없음
전라북도,부안,2017-07-01,토요일,고립,해안가,부주의,없음
인천광역시,인천,2017-07-02,일요일,고립,해안가,부주의,없음
제주특별자치도,제주,2017-07-03,월요일,추락익수,항포구,부주의,없음
경상남도,창원,2017-07-04,화요일,추락익수,해안가,자살,없음
인천광역시,인천,2017-07-06,목요일,고립,갯벌,안전미준수,없음
경상남도,통영,2017-07-06,목요일,기타익수,항포구,자살,없음
제주특별자치도,제주,2017-07-07,목요일,기타익수,해안가,자살,없음
전라북도,부안,2017-07-07,금요일,수상산업익수,해안가,부주의,없음
전라남도,목포,2017-07-08,토요일,추락익수,항포구,부주의,없음
충청남도,태안,2017-07-08,토요일,고립,해안가,조석 미인지,없음
충청남도,태안,2017-07-08,토요일,기타익수,해안가,음주,없음
경상남도,통영,2017-07-08,토요일,수중레저익수,해양,운전 부주의,없음
인천광역시,인천,2017-07-09,일요일,수상레저익수,해안가,음주,없음
울산광역시,울산,2017-07-09,일요일,고립,갯바위,기상불량,없음
제주특별자치도,제주,2017-07-09,일요일,수상레저익수,해수욕장,부주의,없음
전라남도,여수,2017-07-09,일요일,수중레저익수,해양,안전미준수,없음
인천광역시,인천,2017-07-09,일요일,기타익수,해안가,자살,없음
경상남도,통영,2017-07-10,월요일,기타익수,항포구,자살,없음
경상남도,통영,2017-07-10,월요일,기타익수,항포구,음주,없음
부산광역시,부산,2017-07-10,월요일,추락익수,방파제,부주의,없음
제주특별자치도,제주,2017-07-11,월요일,기타익수,항포구,부주의,없음
경상남도,창원,2017-07-11,화요일,추락익수,해안가,자살,없음
인천광역시,인천,2017-07-11,화요일,고립,갯벌,부주의,없음
전라남도,목포,2017-07-12,수요일,기타익수,해안가,자살,없음
부산광역시,울산,2017-07-12,수요일,추락익수,항포구,부주의,없음
인천광역시,인천,2017-07-12,수요일,기타익수,해양,안전미준수,없음
경기도,평택,2017-07-12,수요일,기타익수,해양,부주의,없음
제주특별자치도,제주,2017-07-13,목요일,표류,해수욕장,부주의,없음
충청남도,평택,2017-07-14,금요일,기타익수,해수욕장,부주의,없음
제주특별자치도,제주,2017-07-14,금요일,표류,해수욕장,부주의,없음
충청남도,평택,2017-07-14,금요일,추락익수,해양,자살,없음
경상남도,창원,2017-07-14,금요일,기타익수,해안가,부주의,없음
강원도,속초,2017-07-14,금요일,추락,테트라포드,부주의,없음
충청남도,보령,2017-07-14,금요일,기타익수,해안가,음주,없음
제주특별자치도,제주,2017-07-15,토요일,표류,해수욕장,부주의,없음
제주특별자치도,서귀포,2017-07-15,토요일,추락익수,해안가,부주의,없음
부산광역시,창원,2017-07-15,토요일,표류,해양,부주의,없음
제주특별자치도,제주,2017-07-15,토요일,수상레저익수,해수욕장,수영미숙,없음
경상북도,포항,2017-07-15,토요일,표류,해수욕장,기상불량,없음
경상남도,통영,2017-07-15,토요일,표류,해안가,부주의,없음
인천광역시,인천,2017-07-15,토요일,추락익수,항포구,부주의,없음
전라북도,부안,2017-07-15,토요일,수중산업익수,해양,운전 부주의,없음
충청남도,보령,2017-07-15,토요일,고립,갯바위,조석 미인지,없음
경상남도,통영,2017-07-15,토요일,추락,갯바위,부주의,없음
경기도,인천,2017-07-15,토요일,기타익수,해안가,음주,없음
경상북도,울진,2017-07-15,토요일,추락,테트라포드,음주,없음
제주특별자치도,제주,2017-07-16,일요일,수상레저익수,해안가,부주의,없음
부산광역시,울산,2017-07-16,일요일,수상레저익수,해안가,안전미준수,없음
울산광역시,울산,2017-07-16,일요일,수상레저익수,해양,안전미준수,없음
전라남도,목포,2017-07-16,일요일,고립,무인도서,조석 미인지,없음
전라북도,군산,2017-07-16,일요일,수상레저익수,갯바위,수영미숙,없음
경상남도,창원,2017-07-16,일요일,기타익수,항포구,음주,없음
